TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
edu.osu.cs362.TimeTable,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,67,0.3,2,9,44,98803,1494906076751,0.37777777777777777,111111110010000000000011111111000000000000000,0.4827586206896552,11111000000000000001111111110,1.0,11111,1,1,4,3,0.5365853658536586,1111111111111111111111111111100000000000000000000000000000000001111111110111111000,0.125,00010000,1.0,111,0.6666666666666666,110,0.4827586206896552,11111000000000000001111111110
